user_id,age,gender,country,education_level,hours_spent_weekly,preferred_device,course_completed,satisfaction_rating,login_frequency,quiz_score_avg
user_0377,56,Female,Australia,Bachelor,6.0,Desktop,Yes,1,9,59.2
user_0378,21,Female,Canada,Other,8.9,Desktop,Yes,4,3,65.3
user_0379,23,Other,Canada,Master,17.9,Desktop,Yes,1,3,53.8
user_0380,49,Female,Australia,Master,16.7,Tablet,Yes,3,5,52.0
user_0381,47,Other,Canada,Bachelor,13.0,Mobile,Yes,1,5,42.3
user_0382,52,Male,Canada,Bachelor,17.3,Desktop,No,1,10,78.6
user_0383,57,Other,Canada,Other,15.9,Tablet,No,2,2,55.8
user_0384,33,Male,India,PhD,9.2,Desktop,No,1,1,43.1
user_0385,30,Other,Australia,Bachelor,4.8,Mobile,No,5,8,53.9
user_0386,59,Female,Canada,High School,10.8,Desktop,Yes,4,3,88.1
user_0387,47,Other,Australia,Master,15.0,Mobile,No,2,1,91.1
user_0388,36,Other,UK,High School,9.3,Mobile,Yes,4,1,69.0
user_0389,34,Male,UK,Master,13.7,Desktop,No,4,11,65.0
user_0390,36,Female,Canada,Master,2.8,Desktop,No,3,2,98.7
user_0391,45,Other,Australia,Bachelor,15.2,Mobile,No,3,6,52.0
user_0392,43,Female,Australia,Bachelor,16.4,Tablet,No,2,6,52.9
user_0393,54,Other,Australia,High School,14.4,Mobile,Yes,3,14,57.5
user_0394,43,Other,India,Master,19.4,Desktop,No,3,3,50.4
user_0395,40,Female,UK,High School,16.7,Desktop,No,3,12,62.8
user_0396,26,Other,Australia,PhD,18.2,Tablet,Yes,4,4,94.7
user_0397,29,Female,Australia,High School,18.7,Mobile,Yes,2,12,76.9
user_0398,18,Other,India,Other,16.2,Mobile,No,4,13,64.7
user_0399,18,Male,India,High School,13.8,Mobile,Yes,5,2,96.1
user_0400,51,Female,Australia,Other,1.1,Desktop,Yes,4,2,42.9
user_0401,49,Other,USA,Other,9.9,Mobile,Yes,5,7,52.6
user_0402,42,Other,Australia,Other,11.9,Tablet,No,1,13,74.0
user_0403,57,Male,Australia,PhD,6.8,Desktop,Yes,1,1,76.9
user_0404,18,Female,India,High School,7.0,Desktop,No,5,7,42.4
user_0405,33,Other,India,High School,19.3,Mobile,No,5,14,64.2
user_0406,56,Male,Australia,PhD,17.9,Tablet,No,4,12,78.9
user_0407,22,Other,Australia,Master,17.1,Desktop,No,5,14,81.9
user_0408,39,Female,Australia,Bachelor,8.7,Desktop,Yes,2,12,78.3
user_0409,46,Other,India,High School,1.3,Mobile,No,1,14,59.2
user_0410,20,Other,Australia,Bachelor,2.5,Mobile,Yes,1,1,45.6
user_0411,29,Other,Australia,PhD,6.9,Tablet,No,5,14,65.6
user_0412,43,Other,Canada,Master,1.3,Mobile,Yes,3,6,47.7
user_0413,33,Male,USA,Master,1.3,Tablet,No,3,3,96.9
user_0414,54,Male,UK,Master,18.4,Desktop,Yes,5,8,68.5
user_0415,39,Female,USA,PhD,14.4,Tablet,No,2,6,59.0
user_0416,46,Male,Canada,Other,6.9,Tablet,No,3,11,86.0
user_0417,31,Male,UK,Other,3.5,Tablet,Yes,5,2,69.9
user_0418,45,Female,Australia,Bachelor,10.7,Desktop,No,2,8,58.6
user_0419,22,Male,Canada,Other,1.1,Mobile,No,2,5,88.7
user_0420,47,Male,Australia,Other,18.8,Desktop,No,4,8,92.0
user_0421,22,Female,India,Master,8.9,Mobile,Yes,2,8,80.4
user_0422,29,Female,Canada,Master,8.6,Tablet,No,3,6,42.8
user_0423,33,Female,India,Bachelor,8.4,Tablet,No,3,2,74.0
user_0424,43,Other,Canada,High School,2.3,Tablet,Yes,5,8,85.8
user_0425,43,Other,Canada,Bachelor,13.1,Tablet,Yes,5,11,48.2
user_0426,38,Female,India,Bachelor,14.9,Tablet,Yes,2,6,53.7
user_0427,56,Female,UK,PhD,13.8,Mobile,Yes,1,6,92.9
user_0428,53,Female,USA,PhD,3.6,Mobile,Yes,4,8,41.2
user_0429,50,Other,Australia,Bachelor,12.0,Tablet,No,1,1,85.2
user_0430,47,Other,Canada,Bachelor,11.8,Desktop,No,2,2,68.4
user_0431,54,Male,Australia,Bachelor,17.5,Desktop,No,2,12,66.8
user_0432,40,Male,India,Other,8.2,Tablet,Yes,1,12,40.4
user_0433,27,Female,Australia,PhD,8.1,Mobile,No,4,9,89.2
user_0434,22,Other,India,Bachelor,12.8,Desktop,Yes,1,11,61.6
user_0435,53,Other,Australia,Master,13.0,Desktop,Yes,5,12,72.4
user_0436,51,Other,USA,Master,9.9,Desktop,No,3,8,80.6
user_0437,48,Female,USA,Other,9.4,Tablet,Yes,5,12,82.2
user_0438,27,Male,USA,Other,10.4,Desktop,Yes,3,7,97.4
user_0439,36,Female,USA,High School,17.4,Desktop,No,2,7,71.9
user_0440,49,Male,USA,High School,9.8,Desktop,Yes,4,5,64.0
user_0441,18,Male,USA,High School,18.9,Desktop,Yes,1,2,97.2
user_0442,22,Female,India,Other,10.6,Mobile,No,4,11,78.5
user_0443,21,Male,Canada,Other,19.0,Tablet,Yes,1,6,57.9
user_0444,33,Male,Australia,Other,16.8,Tablet,Yes,5,10,47.6
user_0445,41,Other,USA,Master,7.9,Mobile,No,5,3,90.6
user_0446,33,Male,India,Other,17.4,Mobile,No,1,4,61.7
user_0447,19,Female,India,Master,3.1,Tablet,No,4,13,79.6
user_0448,45,Female,India,High School,18.6,Desktop,No,1,10,68.2
user_0449,49,Male,Canada,High School,13.0,Desktop,Yes,2,12,51.9
user_0450,44,Other,Australia,High School,2.0,Tablet,Yes,5,11,76.1
user_0451,37,Other,Canada,Bachelor,13.2,Desktop,No,2,2,43.6
user_0452,41,Male,UK,Bachelor,19.5,Mobile,Yes,5,14,64.8
user_0453,29,Male,India,PhD,2.3,Desktop,Yes,5,2,72.8
user_0454,52,Female,UK,PhD,11.5,Desktop,No,3,12,66.2
user_0455,50,Male,USA,PhD,15.2,Desktop,No,2,8,84.9
user_0456,50,Other,USA,Bachelor,16.4,Tablet,Yes,2,8,89.7
user_0457,54,Male,Canada,Bachelor,8.9,Mobile,No,3,10,86.3
user_0458,29,Female,Australia,PhD,4.9,Desktop,No,4,6,42.3
user_0459,20,Female,UK,PhD,1.8,Tablet,No,2,13,51.6
user_0460,18,Female,Australia,Other,12.0,Desktop,Yes,1,5,72.2
user_0461,50,Female,Canada,PhD,9.6,Mobile,No,3,8,96.1
user_0462,57,Female,USA,Other,19.0,Desktop,Yes,2,4,90.1
user_0463,27,Male,Australia,Master,2.2,Mobile,Yes,4,11,90.6
user_0464,46,Male,Australia,Bachelor,14.0,Desktop,Yes,2,4,58.2
user_0465,30,Male,USA,PhD,1.5,Mobile,No,5,5,65.8
user_0466,29,Male,UK,Bachelor,4.3,Desktop,No,1,1,68.2
user_0467,48,Female,USA,Bachelor,9.6,Mobile,No,3,1,49.4
user_0468,19,Other,Australia,Bachelor,9.6,Desktop,No,5,2,41.9
user_0469,52,Male,UK,Master,14.0,Desktop,No,4,14,96.8
user_0470,40,Other,UK,High School,18.3,Tablet,Yes,5,8,54.4
user_0471,34,Male,USA,PhD,13.1,Tablet,Yes,5,7,54.4
user_0472,43,Male,Australia,High School,19.1,Mobile,Yes,4,10,45.0
user_0473,25,Other,Canada,High School,17.8,Desktop,No,5,9,95.7
user_0474,46,Female,Australia,High School,12.1,Mobile,Yes,3,5,74.8
user_0475,43,Male,India,Bachelor,16.8,Tablet,Yes,2,2,80.0
user_0476,27,Male,Canada,Other,13.2,Mobile,No,5,7,94.7
user_0477,43,Male,UK,Bachelor,2.5,Mobile,No,3,8,60.7
user_0478,51,Other,Canada,Bachelor,15.1,Tablet,Yes,2,12,77.3
user_0479,58,Female,UK,High School,2.8,Desktop,Yes,2,7,42.3
user_0480,24,Other,UK,Bachelor,12.3,Mobile,No,5,14,51.2
user_0481,21,Other,Canada,High School,14.4,Tablet,No,3,7,89.9
user_0482,28,Female,UK,Other,2.3,Desktop,No,5,12,86.0
user_0483,46,Other,UK,PhD,5.4,Tablet,No,4,14,61.0
user_0484,53,Female,India,High School,18.4,Mobile,Yes,2,5,62.6
user_0485,42,Male,Australia,Other,12.7,Desktop,Yes,5,2,72.0
user_0486,38,Female,Australia,PhD,5.7,Desktop,No,2,6,40.0
user_0487,53,Male,India,Master,14.1,Tablet,Yes,3,4,54.5
user_0488,27,Other,Canada,High School,12.3,Tablet,Yes,1,10,52.5
user_0489,54,Other,USA,High School,10.5,Tablet,No,5,2,55.0
user_0490,26,Male,USA,Master,19.5,Desktop,Yes,5,12,88.4
user_0491,41,Other,USA,Master,14.0,Desktop,Yes,2,9,56.8
user_0492,52,Female,India,High School,8.1,Mobile,Yes,3,7,51.5
user_0493,52,Male,India,Master,16.2,Desktop,No,4,6,70.3
user_0494,53,Other,UK,Bachelor,17.8,Mobile,No,3,12,91.9
user_0495,35,Male,USA,PhD,3.4,Tablet,Yes,5,5,54.5
user_0496,56,Female,Canada,PhD,4.8,Tablet,No,4,3,44.7
user_0497,49,Female,Canada,PhD,5.1,Desktop,No,3,12,61.4
user_0498,41,Other,USA,Bachelor,14.1,Tablet,No,1,10,84.9
user_0499,40,Female,USA,Master,12.5,Tablet,Yes,2,10,73.0
user_0500,49,Male,USA,Other,12.8,Desktop,Yes,3,4,89.0
user_0501,54,Female,India,Master,18.9,Mobile,No,3,3,97.6
user_0502,29,Male,India,High School,15.7,Desktop,Yes,1,12,87.6
user_0503,30,Male,India,PhD,3.4,Mobile,Yes,5,11,76.2
user_0504,40,Female,Australia,Master,7.6,Desktop,Yes,2,8,69.6
user_0505,42,Other,Canada,Other,9.3,Desktop,Yes,3,3,42.4
user_0506,52,Female,Canada,High School,8.5,Tablet,Yes,4,7,99.1
user_0507,58,Male,UK,Bachelor,13.7,Desktop,No,3,7,63.0
user_0508,47,Male,India,Bachelor,17.9,Desktop,Yes,2,7,49.1
user_0509,34,Female,Australia,Other,6.8,Mobile,Yes,3,13,80.0
user_0510,37,Other,Australia,High School,11.5,Tablet,Yes,1,7,57.1
user_0511,42,Other,Canada,PhD,16.0,Mobile,No,3,14,75.1
user_0512,39,Male,India,Master,8.9,Mobile,No,3,2,75.2
user_0513,30,Male,UK,High School,4.2,Tablet,No,4,10,66.7
user_0514,36,Other,India,Bachelor,10.0,Tablet,Yes,1,3,90.2
user_0515,53,Female,USA,Other,2.0,Tablet,No,1,10,55.9
user_0516,29,Male,India,Other,18.9,Desktop,No,3,9,66.9
user_0517,58,Male,USA,Master,2.4,Tablet,No,4,3,72.3
user_0518,36,Other,USA,Other,9.3,Tablet,No,3,2,79.8
user_0519,29,Female,UK,Other,11.1,Tablet,Yes,3,9,87.0
user_0520,26,Other,Canada,High School,19.7,Mobile,No,2,13,63.7
user_0521,24,Female,India,PhD,4.2,Mobile,No,2,10,78.8
user_0522,45,Female,USA,Master,3.2,Desktop,Yes,4,9,49.0
user_0523,31,Female,India,High School,1.2,Mobile,Yes,5,4,96.0
user_0524,48,Male,Canada,PhD,4.0,Desktop,No,2,14,63.0
user_0525,36,Other,Canada,High School,4.9,Mobile,Yes,5,12,83.8
user_0526,33,Other,Australia,High School,13.0,Tablet,No,1,9,41.2
user_0527,22,Female,Canada,Other,5.2,Mobile,Yes,2,3,52.3
user_0528,52,Male,UK,PhD,1.4,Desktop,Yes,2,7,69.2
user_0529,29,Male,USA,Master,16.7,Mobile,No,4,7,92.7
user_0530,42,Other,Australia,Master,7.9,Tablet,Yes,5,11,71.6
user_0531,38,Male,UK,PhD,7.7,Desktop,No,2,8,95.8
user_0532,53,Male,India,Other,6.7,Tablet,Yes,2,10,69.0
user_0533,40,Female,USA,Bachelor,19.5,Tablet,No,4,4,69.4
user_0534,33,Male,Canada,High School,4.2,Desktop,Yes,4,3,47.2
user_0535,56,Female,USA,Other,18.1,Tablet,Yes,5,3,88.2
user_0536,59,Other,India,PhD,15.8,Tablet,Yes,1,12,54.8
user_0537,56,Male,Australia,High School,2.5,Mobile,Yes,1,5,94.0
user_0538,31,Other,Australia,Master,19.7,Tablet,Yes,3,11,94.6
user_0539,48,Other,Australia,Bachelor,6.2,Tablet,No,2,14,96.6
user_0540,22,Male,Canada,Master,2.9,Tablet,Yes,5,1,71.2
user_0541,52,Male,UK,PhD,16.8,Tablet,No,2,10,80.6
user_0542,40,Other,UK,High School,14.4,Desktop,No,5,3,86.7
user_0543,46,Male,USA,PhD,12.7,Mobile,No,5,14,47.9
user_0544,28,Female,Canada,High School,4.0,Tablet,Yes,5,6,76.1
user_0545,35,Female,Australia,Other,10.1,Tablet,No,2,3,42.1
user_0546,29,Male,Australia,Bachelor,15.8,Desktop,Yes,4,5,69.9
user_0547,26,Other,India,Other,6.8,Tablet,No,2,9,49.3
user_0548,27,Male,India,Other,6.9,Desktop,No,5,2,51.0
user_0549,34,Male,Australia,PhD,1.1,Mobile,No,3,11,61.9
user_0550,55,Other,Australia,Bachelor,4.3,Mobile,No,1,2,65.9
user_0551,24,Other,Canada,High School,17.6,Tablet,No,5,12,77.4
user_0552,30,Female,UK,High School,9.4,Tablet,Yes,3,6,44.5
user_0553,57,Other,India,Master,19.7,Tablet,No,4,6,70.2
user_0554,59,Female,UK,High School,8.5,Desktop,No,5,11,51.0
user_0555,26,Other,Canada,PhD,14.6,Tablet,Yes,3,11,74.4
user_0556,44,Male,Australia,Other,6.4,Tablet,Yes,5,8,78.2
user_0557,19,Female,UK,Other,7.9,Mobile,Yes,2,12,73.4
user_0558,22,Female,Australia,Other,4.6,Tablet,No,3,13,84.3
user_0559,46,Female,Australia,Bachelor,7.6,Mobile,No,2,11,60.1
user_0560,54,Male,USA,High School,11.4,Tablet,No,2,14,85.9
user_0561,55,Male,UK,PhD,19.8,Mobile,No,3,2,66.0
user_0562,36,Male,UK,Bachelor,13.6,Tablet,No,1,9,69.1
user_0563,25,Male,Australia,Master,4.8,Mobile,No,3,2,78.9
user_0564,18,Male,Canada,PhD,1.9,Desktop,Yes,1,13,41.1
user_0565,39,Female,USA,PhD,3.4,Mobile,Yes,5,1,79.2
user_0566,34,Male,Australia,PhD,11.7,Mobile,No,5,10,77.1
user_0567,24,Female,India,Other,15.5,Mobile,No,3,2,58.6
user_0568,42,Male,India,PhD,18.9,Tablet,No,5,12,45.1
user_0569,21,Other,USA,High School,1.3,Tablet,No,4,7,45.5
user_0570,53,Female,Canada,PhD,10.9,Tablet,No,2,8,95.4
user_0571,23,Other,Australia,Other,9.9,Desktop,Yes,2,5,81.4
user_0572,48,Female,UK,PhD,13.5,Desktop,Yes,1,6,47.6
user_0573,36,Other,USA,Master,11.6,Mobile,No,5,12,61.4
user_0574,56,Male,Canada,Master,14.1,Desktop,Yes,1,1,75.5
user_0575,44,Male,UK,Other,13.5,Mobile,No,2,6,90.1
user_0576,27,Male,India,High School,3.2,Mobile,No,2,12,42.6
user_0577,43,Female,India,High School,16.2,Mobile,No,5,8,54.2
user_0578,36,Other,UK,Bachelor,3.3,Desktop,Yes,4,13,93.4
user_0579,56,Male,USA,Other,14.3,Tablet,Yes,4,3,40.5
user_0580,20,Other,India,PhD,8.9,Desktop,No,5,11,52.1
user_0581,30,Other,Australia,Other,10.8,Mobile,Yes,5,1,97.5
user_0582,45,Male,UK,Bachelor,18.2,Mobile,Yes,1,11,76.8
user_0583,37,Male,UK,Other,17.9,Desktop,No,5,4,55.7
user_0584,45,Other,India,Other,16.5,Mobile,Yes,4,1,44.0
user_0585,25,Male,USA,Bachelor,10.7,Mobile,Yes,5,14,41.7
user_0586,58,Male,Australia,High School,15.0,Desktop,No,1,8,54.7
user_0587,56,Male,USA,PhD,10.7,Desktop,No,1,5,92.9
user_0588,18,Female,Canada,Bachelor,17.5,Desktop,Yes,1,1,65.0
user_0589,20,Other,Canada,Master,8.7,Mobile,No,1,14,83.2
user_0590,30,Other,India,High School,19.4,Mobile,Yes,3,8,95.1
user_0591,45,Female,India,Master,18.7,Tablet,No,5,9,64.5
user_0592,42,Other,India,High School,15.1,Tablet,No,2,10,51.5
user_0593,50,Male,Canada,PhD,6.3,Desktop,No,5,2,71.0
user_0594,55,Other,USA,PhD,3.5,Tablet,No,3,9,94.5
user_0595,23,Male,USA,Other,17.2,Mobile,Yes,1,8,88.3
user_0596,49,Female,India,Master,4.1,Tablet,No,3,7,43.9
user_0597,38,Male,Australia,High School,17.2,Mobile,No,4,3,81.6
user_0598,33,Other,USA,PhD,10.3,Desktop,No,4,2,74.3
user_0599,38,Other,Canada,Bachelor,8.7,Desktop,Yes,5,7,94.4
user_0600,28,Other,UK,PhD,18.2,Mobile,Yes,5,5,47.3
user_0601,54,Female,UK,Bachelor,12.5,Tablet,No,2,6,72.0
user_0602,53,Female,UK,High School,12.0,Desktop,No,2,4,92.8
user_0603,52,Other,Australia,PhD,11.6,Desktop,No,4,2,64.6
user_0604,36,Male,India,PhD,8.1,Tablet,No,1,9,68.9
user_0605,37,Female,Canada,High School,15.9,Tablet,No,3,3,44.2
user_0606,35,Other,Australia,PhD,5.8,Mobile,No,2,12,56.7
user_0607,58,Other,Canada,Bachelor,18.8,Tablet,Yes,2,14,59.5
user_0608,31,Female,Canada,PhD,18.0,Tablet,No,1,7,96.7
user_0609,32,Female,India,Master,7.4,Tablet,No,1,14,57.0
user_0610,48,Female,UK,Other,14.9,Mobile,No,5,8,67.7
user_0611,18,Male,India,Bachelor,11.9,Mobile,No,3,2,80.3
user_0612,20,Male,Australia,Master,7.4,Desktop,No,1,14,49.7
user_0613,33,Other,Australia,High School,19.8,Mobile,No,2,6,69.2
user_0614,40,Female,Australia,Bachelor,1.5,Desktop,Yes,2,11,84.3
user_0615,28,Male,India,Other,5.8,Tablet,Yes,4,8,92.0
user_0616,29,Female,Canada,Other,10.9,Desktop,Yes,1,7,77.6
user_0617,27,Other,Canada,High School,10.9,Desktop,Yes,5,11,80.1
user_0618,49,Male,USA,High School,12.2,Tablet,Yes,3,3,47.6
user_0619,33,Male,Australia,Bachelor,15.3,Desktop,Yes,5,1,96.7
user_0620,25,Male,Canada,PhD,12.8,Mobile,No,2,14,48.0
user_0621,55,Other,USA,High School,12.4,Mobile,No,5,6,86.5
user_0622,29,Female,Canada,PhD,2.0,Mobile,No,2,8,55.9
user_0623,41,Male,Australia,Master,8.2,Mobile,No,2,6,96.0
user_0624,45,Other,UK,Other,5.4,Desktop,No,2,5,83.2
user_0625,25,Female,Australia,PhD,6.0,Desktop,No,2,11,85.2
user_0626,45,Other,India,Other,11.5,Tablet,Yes,2,12,53.1
user_0627,53,Female,Canada,PhD,4.8,Desktop,No,4,8,66.6
user_0628,43,Other,Canada,Master,6.6,Desktop,Yes,5,2,77.1
user_0629,25,Female,India,High School,5.5,Desktop,Yes,4,12,86.2
user_0630,45,Male,India,Master,19.0,Tablet,No,4,1,46.2
user_0631,45,Female,UK,High School,18.9,Mobile,No,1,1,97.7
user_0632,54,Other,Canada,High School,12.6,Desktop,No,1,14,93.4
user_0633,58,Other,Canada,Other,18.6,Tablet,No,1,4,56.2
user_0634,53,Female,UK,Master,15.9,Tablet,No,3,6,89.4
user_0635,44,Male,USA,PhD,12.2,Tablet,No,1,13,71.1
user_0636,34,Male,UK,Master,1.1,Mobile,No,5,9,67.7
user_0637,26,Female,Australia,Other,15.7,Desktop,Yes,4,1,58.9
user_0638,50,Female,Canada,High School,14.3,Tablet,No,5,12,74.9
user_0639,37,Other,India,Other,12.7,Mobile,No,1,1,83.8
user_0640,30,Male,Australia,Bachelor,15.4,Tablet,Yes,3,13,64.7
user_0641,45,Female,Canada,Bachelor,10.7,Tablet,No,3,13,77.8
user_0642,46,Male,UK,PhD,14.4,Tablet,No,4,5,82.0
user_0643,30,Female,Australia,Other,18.8,Tablet,Yes,5,10,82.7
user_0644,52,Female,Canada,PhD,8.1,Tablet,No,2,5,43.1
user_0645,23,Male,USA,PhD,14.5,Mobile,No,5,5,91.6
user_0646,35,Female,USA,Bachelor,10.0,Desktop,No,1,10,67.5
user_0647,22,Female,India,PhD,13.8,Desktop,No,2,6,55.7
user_0648,42,Other,Canada,Bachelor,15.5,Desktop,No,3,8,54.5
user_0649,19,Female,USA,High School,1.9,Desktop,No,4,3,69.0
user_0650,27,Female,UK,Other,13.3,Mobile,Yes,4,9,93.2
user_0651,47,Female,Canada,PhD,5.3,Mobile,No,3,13,62.7
user_0652,22,Other,UK,Bachelor,13.7,Mobile,No,1,1,85.0
user_0653,50,Male,UK,Master,9.9,Tablet,Yes,3,4,45.8
user_0654,18,Other,USA,PhD,15.7,Tablet,Yes,1,9,68.6
user_0655,35,Other,Canada,High School,3.3,Tablet,No,2,14,99.5
user_0656,49,Male,Australia,High School,12.9,Desktop,Yes,3,8,86.2
user_0657,28,Other,USA,Master,6.3,Tablet,No,1,10,52.6
user_0658,38,Male,USA,Bachelor,17.2,Desktop,No,2,9,70.1
user_0659,43,Other,Canada,PhD,18.6,Tablet,Yes,3,1,54.0
user_0660,42,Male,Canada,Bachelor,19.9,Desktop,No,4,9,64.6
user_0661,39,Female,UK,High School,16.1,Tablet,No,3,3,86.8
user_0662,44,Other,Canada,Bachelor,15.3,Tablet,Yes,5,11,86.3
user_0663,30,Other,UK,High School,5.1,Mobile,Yes,3,12,53.7
user_0664,50,Other,USA,Bachelor,7.4,Tablet,Yes,5,10,95.3
user_0665,51,Other,India,Master,9.8,Tablet,Yes,2,9,75.6
user_0666,58,Female,Australia,Other,15.7,Mobile,No,3,1,62.8
user_0667,52,Other,USA,Master,18.4,Desktop,Yes,2,1,70.1
user_0668,18,Female,Canada,Master,4.6,Mobile,Yes,2,9,76.3
user_0669,38,Female,Australia,Other,18.5,Mobile,Yes,1,11,73.6
user_0670,23,Female,India,Other,14.2,Desktop,Yes,2,14,69.2
user_0671,45,Female,India,PhD,12.6,Tablet,Yes,2,6,70.3
user_0672,34,Male,UK,PhD,4.8,Desktop,No,3,4,50.6
user_0673,22,Male,Australia,Master,2.1,Tablet,Yes,3,7,88.8
user_0674,48,Other,UK,Master,11.8,Tablet,No,4,5,72.5
user_0675,22,Male,USA,High School,13.4,Desktop,Yes,1,10,47.9
user_0676,55,Male,Australia,High School,5.0,Mobile,Yes,2,14,86.0
user_0677,20,Other,USA,PhD,11.6,Desktop,Yes,1,7,95.9
user_0678,40,Other,UK,PhD,17.3,Tablet,Yes,5,8,96.8
user_0679,54,Other,Australia,High School,16.9,Desktop,Yes,2,8,62.1
user_0680,54,Male,UK,High School,18.6,Desktop,Yes,1,1,48.1
user_0681,27,Male,Australia,Bachelor,8.0,Tablet,Yes,4,8,71.1
user_0682,27,Other,UK,Bachelor,7.0,Mobile,Yes,4,6,46.8
user_0683,36,Female,India,High School,15.2,Desktop,No,2,4,96.0
user_0684,34,Other,UK,Bachelor,9.2,Tablet,Yes,5,13,51.0
user_0685,38,Female,India,Other,2.7,Tablet,No,4,14,55.2
user_0686,31,Female,UK,PhD,6.4,Desktop,Yes,4,12,64.4
user_0687,26,Other,Australia,PhD,9.0,Mobile,No,5,8,63.0
user_0688,18,Other,Australia,High School,6.6,Desktop,Yes,1,3,87.7
user_0689,30,Other,Australia,Master,7.3,Mobile,Yes,4,13,67.4
user_0690,21,Male,Canada,High School,6.6,Mobile,Yes,3,4,50.2
user_0691,18,Female,USA,Bachelor,1.8,Mobile,No,4,6,56.0
user_0692,57,Male,Australia,Master,13.1,Mobile,No,1,11,70.5
user_0693,49,Male,India,Bachelor,12.3,Desktop,No,1,7,48.8
user_0694,51,Other,Australia,Other,13.4,Tablet,No,2,4,76.7
user_0695,45,Male,Canada,Bachelor,4.7,Tablet,Yes,3,4,73.9
user_0696,48,Other,India,Other,6.6,Tablet,Yes,1,7,82.9
user_0697,25,Female,Canada,Other,12.8,Tablet,Yes,5,6,96.3
user_0698,56,Other,India,Bachelor,12.4,Tablet,No,3,13,94.7
user_0699,43,Male,UK,Bachelor,10.6,Tablet,Yes,3,11,96.8
user_0700,51,Male,USA,Other,7.7,Desktop,No,5,8,54.7
user_0701,20,Other,USA,Master,18.3,Mobile,No,4,1,47.9
user_0702,29,Other,Canada,Other,7.5,Tablet,No,5,10,58.1
user_0703,18,Male,USA,PhD,9.7,Desktop,No,5,13,93.7
user_0704,22,Female,Canada,Other,13.9,Tablet,No,4,11,98.3
user_0705,47,Female,Canada,Master,11.3,Tablet,Yes,4,7,91.6
user_0706,47,Other,Canada,PhD,7.6,Mobile,No,4,12,46.6
user_0707,34,Female,USA,High School,9.3,Mobile,No,4,7,96.8
user_0708,40,Male,Canada,High School,16.1,Mobile,Yes,4,11,65.4
user_0709,32,Other,USA,Master,6.3,Tablet,No,5,7,40.6
user_0710,54,Male,Canada,Other,3.7,Tablet,No,2,7,66.5
user_0711,38,Male,Australia,Bachelor,7.0,Tablet,Yes,2,10,42.8
user_0712,31,Female,Canada,Master,17.1,Mobile,Yes,1,14,72.6
user_0713,19,Other,India,PhD,2.7,Desktop,Yes,2,10,60.3
user_0714,28,Other,Canada,PhD,19.8,Tablet,No,2,8,68.4
user_0715,56,Female,UK,High School,11.3,Tablet,Yes,5,9,76.8
user_0716,55,Male,Canada,PhD,19.7,Tablet,Yes,4,9,92.1
user_0717,51,Male,India,Master,18.8,Desktop,Yes,4,2,79.7
user_0718,55,Male,India,PhD,9.6,Tablet,No,5,13,66.0
user_0719,51,Male,USA,Master,4.8,Desktop,Yes,2,13,89.2
user_0720,35,Other,Australia,Bachelor,4.1,Tablet,No,5,7,94.3
user_0721,47,Other,Canada,High School,5.6,Desktop,No,1,7,47.2
user_0722,32,Female,USA,PhD,14.5,Tablet,Yes,4,4,71.9
user_0723,44,Female,Australia,Master,6.2,Mobile,No,3,9,57.1
user_0724,51,Other,Canada,Other,7.5,Mobile,No,1,8,42.8
user_0725,55,Other,UK,High School,9.5,Mobile,Yes,1,12,80.1
user_0726,50,Male,Canada,Bachelor,18.4,Mobile,No,5,1,91.8
user_0727,41,Male,India,Master,4.6,Tablet,Yes,2,2,49.8
user_0728,32,Female,India,Bachelor,1.1,Mobile,No,4,13,88.7
user_0729,47,Other,UK,Bachelor,2.1,Desktop,No,3,13,91.2
user_0730,59,Female,USA,PhD,18.2,Mobile,Yes,1,2,94.9
user_0731,34,Other,Australia,PhD,13.3,Mobile,Yes,3,12,55.9
user_0732,22,Male,Canada,Master,6.2,Mobile,No,2,12,94.2
user_0733,46,Female,India,Other,4.4,Tablet,No,2,11,59.2
user_0734,21,Female,USA,Master,6.6,Mobile,Yes,3,8,73.1
user_0735,27,Other,UK,Other,3.2,Desktop,No,4,1,43.0
user_0736,34,Male,India,Bachelor,18.9,Mobile,No,2,4,42.6
user_0737,27,Female,UK,High School,15.9,Mobile,No,3,10,83.2
user_0738,34,Male,Canada,Master,9.8,Mobile,No,1,12,66.7
user_0739,37,Female,Australia,Master,17.4,Desktop,Yes,3,5,55.4
user_0740,41,Male,India,Other,5.7,Mobile,Yes,3,9,51.4
user_0741,22,Other,India,Bachelor,14.6,Desktop,Yes,5,7,80.2
user_0742,51,Female,Canada,Bachelor,17.3,Desktop,Yes,2,8,40.0
user_0743,23,Female,USA,Other,7.8,Mobile,Yes,4,14,88.4
user_0744,19,Male,Australia,Bachelor,15.4,Desktop,Yes,4,11,44.8
user_0745,30,Male,India,PhD,6.6,Tablet,No,5,9,51.5
user_0746,28,Female,Australia,High School,6.7,Mobile,Yes,4,13,63.2
user_0747,40,Other,India,Master,3.0,Mobile,No,3,7,69.1
user_0748,33,Male,Australia,High School,9.4,Desktop,No,5,5,61.3
user_0749,48,Male,UK,Master,14.9,Desktop,No,1,13,59.2
user_0750,28,Male,India,PhD,18.9,Mobile,Yes,2,5,97.8
user_0751,33,Female,Australia,Bachelor,12.5,Tablet,No,2,10,78.5
user_0752,25,Female,USA,Other,17.4,Desktop,Yes,2,11,41.4
